busto,cintura,quadril,altura,ombro,medida correta
117.8,98.62,125.6,173.94,30.63,GG
87.91,69.19,91.16,178.76,36.22,P
107.52,87.48,114.05,162.0,32.96,G
107.97,88.74,114.4,160.59,35.93,G
114.96,95.17,124.76,164.34,31.36,GG
98.8,79.35,103.33,160.76,31.75,M
115.99,97.63,124.26,164.7,30.48,GG
119.71,95.57,122.7,164.93,39.07,GG
89.2,65.81,91.1,168.85,39.85,P
75.4,55.77,84.71,153.28,30.42,PP
84.76,67.7,94.12,175.87,32.59,P
86.37,69.38,93.14,175.34,36.73,P
77.03,55.89,85.33,171.53,35.7,PP
117.67,99.44,124.17,173.88,32.62,GG
86.73,67.2,92.53,176.04,38.22,P
114.99,95.88,120.17,152.34,38.19,GG
99.39,77.15,105.87,175.01,31.69,M
105.81,87.64,110.95,152.71,34.02,G
75.29,55.92,83.37,151.09,32.49,PP
77.87,58.48,85.91,169.22,38.89,PP
105.92,86.16,111.78,162.12,36.19,G
79.83,57.75,83.64,177.93,38.03,PP
78.39,60.25,80.27,157.94,38.99,PP
117.87,95.43,123.32,157.71,39.3,GG
75.92,56.49,83.4,164.85,38.5,PP
87.5,68.35,91.44,154.0,39.53,P
94.24,77.37,104.56,151.04,35.24,M
87.27,68.73,91.39,166.55,38.73,P
108.97,87.09,110.94,170.26,30.7,G
106.79,89.81,113.54,171.8,39.15,G
97.74,75.2,105.03,156.68,33.5,M
107.38,90.11,114.76,157.85,30.76,G
85.77,67.2,93.37,170.47,30.01,P
74.13,59.22,84.77,169.45,30.62,PP
85.82,70.07,94.43,164.63,32.38,P
106.19,87.1,110.19,161.91,31.75,G
84.71,70.04,92.49,152.1,33.3,P
74.32,55.35,83.25,163.69,31.26,PP
85.18,68.47,95.23,172.45,38.78,P
98.08,78.72,100.51,155.79,30.07,M
94.19,78.12,102.89,173.6,31.18,M
107.24,90.19,111.53,174.47,37.19,G
88.14,70.6,90.47,176.85,30.33,P
116.19,95.61,121.16,172.2,33.66,GG
86.25,66.93,91.0,173.2,37.31,P
77.88,58.28,81.31,178.23,30.65,PP
109.64,87.15,113.07,162.25,38.56,G
87.65,66.85,95.07,167.14,37.43,P
109.97,88.46,115.27,155.04,30.51,G
78.86,60.94,84.66,161.69,33.09,PP
98.17,80.22,105.66,179.64,34.58,M
74.48,60.09,80.97,165.77,37.03,PP
106.41,90.8,115.45,167.79,38.63,G
97.28,80.63,102.55,159.69,36.09,M
74.47,60.03,80.1,171.11,32.53,PP
76.56,57.07,84.1,150.39,34.38,PP
97.32,79.33,104.28,173.13,34.98,M
107.92,88.27,114.11,155.39,34.99,G
74.41,58.24,81.91,159.03,30.33,PP
89.62,65.15,95.54,157.08,32.6,P
88.94,69.63,91.76,171.24,30.58,P
96.0,76.58,105.88,168.46,30.05,M
117.86,95.92,120.07,176.21,39.73,GG
89.75,65.58,92.61,174.18,37.84,P
116.21,99.42,121.42,167.92,39.18,GG
84.07,65.38,93.96,153.83,39.0,P
94.27,76.31,103.59,178.1,33.6,M
78.94,58.74,82.69,172.23,37.36,PP
98.19,79.59,101.26,161.6,30.91,M
108.85,89.96,114.04,161.57,31.0,G
96.69,78.1,101.47,170.78,38.85,M
107.52,89.87,114.84,165.72,35.83,G
87.4,65.43,94.0,178.1,34.16,P
84.44,70.56,94.15,155.77,37.56,P
114.26,97.73,120.4,174.04,38.96,GG
95.7,79.75,102.25,175.06,32.05,M
107.29,85.57,110.36,159.53,36.91,G
114.61,96.4,121.84,168.37,30.5,GG
115.0,95.59,123.31,163.07,39.74,GG
88.3,70.25,93.44,155.54,35.3,P
87.59,65.86,95.29,151.95,38.31,P
96.57,75.18,105.35,171.27,30.34,M
108.08,85.62,112.95,165.83,32.5,G
118.54,95.57,123.01,157.29,32.26,GG
88.01,65.28,94.94,175.36,38.57,P
79.24,59.57,80.76,165.88,38.59,PP
107.59,85.14,113.24,178.56,36.32,G
88.97,65.34,92.53,153.21,32.11,P
89.83,66.06,94.4,155.27,37.26,P
86.0,66.35,95.64,165.11,37.46,P
85.78,70.48,95.82,156.08,38.09,P
116.23,97.26,124.81,172.21,36.26,GG
77.15,55.33,81.51,157.99,34.05,PP
88.76,67.69,93.55,152.42,31.5,P
84.85,66.16,90.7,170.01,34.15,P
107.09,89.34,114.12,166.01,30.08,G
109.44,88.64,113.53,151.32,39.32,G
84.65,67.26,92.28,179.73,36.28,P
105.87,90.44,112.93,153.51,36.69,G
86.77,68.71,94.4,160.01,39.67,P
109.31,85.01,115.67,176.73,31.34,G
116.91,100.12,123.0,162.46,30.15,GG
78.74,55.39,82.87,150.72,36.51,PP
114.34,99.86,120.42,156.91,32.06,GG
77.47,56.48,81.66,172.16,32.51,PP
96.69,77.63,105.77,161.65,39.32,M
75.65,55.09,83.2,153.79,38.45,PP
117.27,100.03,120.11,153.65,34.05,GG
104.42,88.69,110.34,157.0,33.25,G
97.63,77.8,102.59,164.42,32.6,M
96.29,77.7,105.28,167.37,32.9,M
79.34,57.22,82.53,152.21,38.33,PP
95.04,80.11,102.36,154.13,35.93,M
77.88,60.52,85.52,164.36,34.9,PP
88.51,67.23,94.28,175.49,37.58,P
108.84,86.14,114.7,174.8,34.77,G
85.42,65.92,91.24,152.59,35.27,P
118.81,99.31,124.29,175.62,36.32,GG
78.93,56.76,83.4,155.79,30.57,PP
74.67,57.19,82.39,179.69,39.07,PP
78.61,60.35,85.22,173.13,32.61,PP
88.02,68.86,92.24,153.37,39.4,P
95.95,75.57,103.85,168.99,32.19,M
86.0,65.1,91.94,172.15,34.64,P
78.38,55.24,83.59,169.08,37.05,PP
88.54,68.08,95.06,160.23,35.24,P
115.86,99.13,124.48,161.32,37.11,GG
116.44,99.24,124.65,168.72,35.4,GG
79.14,59.42,80.02,179.72,37.24,PP
86.91,66.64,92.77,152.86,37.03,P
95.56,80.84,100.15,174.95,33.27,M
108.43,88.92,113.64,169.81,35.31,G
79.21,59.82,80.54,158.24,37.7,PP
85.3,69.09,95.7,155.61,30.4,P
96.62,80.99,100.72,172.63,36.65,M
75.11,58.28,84.55,176.59,31.27,PP
108.1,88.38,110.82,158.71,35.26,G
109.33,87.71,113.35,171.02,34.49,G
104.65,85.64,110.67,150.93,32.75,G
115.24,95.2,124.7,160.4,32.49,GG
89.4,65.61,95.44,159.87,37.02,P
98.13,75.51,102.96,175.31,37.92,M
94.09,76.26,104.95,160.9,33.74,M
109.81,87.8,113.4,173.79,39.4,G
99.13,75.7,105.32,164.44,38.69,M
78.74,55.52,81.33,165.66,37.43,PP
96.26,75.13,102.8,157.81,30.47,M
99.29,77.54,105.19,161.76,32.87,M
116.36,95.7,122.36,163.12,36.98,GG
78.21,59.56,84.41,176.14,39.44,PP
109.42,89.88,115.74,163.9,39.09,G
77.26,59.74,83.37,162.36,32.83,PP
114.04,100.66,122.11,156.6,32.47,GG
107.94,85.5,110.73,174.65,31.7,G
85.9,68.98,92.08,172.98,32.65,P
96.12,77.94,105.49,169.6,37.06,M
95.15,76.32,103.07,150.95,34.42,M
85.09,69.7,94.89,158.05,30.34,P
115.19,95.73,121.14,150.22,36.51,GG
109.53,86.97,112.38,154.39,34.73,G
116.64,98.15,120.06,176.59,30.17,GG
78.19,59.22,82.57,179.65,31.93,PP
94.06,79.06,103.96,151.31,38.42,M
96.89,75.51,105.63,168.97,35.6,M
87.32,65.6,92.02,153.87,30.81,P
105.39,89.47,112.34,166.7,38.92,G
108.85,87.39,113.6,160.38,36.17,G
77.97,58.79,85.82,161.36,37.15,PP
98.6,78.72,104.6,168.57,32.32,M
79.69,57.04,84.31,166.89,35.22,PP
118.49,97.51,125.08,177.78,31.49,GG
76.89,55.13,82.92,166.68,39.31,PP
79.49,57.38,81.96,171.43,35.05,PP
87.77,68.41,95.99,153.13,30.76,P
105.39,90.01,115.78,173.65,35.27,G
84.69,65.97,90.95,150.46,38.74,P
78.29,56.15,85.43,150.05,37.56,PP
108.28,89.78,113.99,179.59,36.44,G
88.68,66.4,94.89,175.51,38.57,P
75.58,57.38,81.21,158.05,35.05,PP
98.26,76.48,105.11,150.22,36.56,M
97.71,76.55,103.37,178.22,38.46,M
77.29,56.54,81.05,176.24,33.12,PP
77.63,59.55,80.43,171.99,39.31,PP
84.06,70.2,95.15,156.51,35.0,P
77.32,56.44,83.91,172.63,33.47,PP
106.14,86.63,115.63,163.3,35.75,G
118.86,96.3,121.65,179.51,31.0,GG
118.04,99.25,122.64,168.67,35.22,GG
74.75,56.65,82.12,167.49,36.16,PP
74.85,59.6,82.41,174.35,37.06,PP
95.14,78.68,102.8,168.94,32.68,M
88.83,68.54,90.79,153.23,32.25,P
95.21,78.69,105.69,166.97,39.35,M
94.16,78.74,100.78,159.07,35.69,M
119.93,99.75,120.32,154.66,34.86,GG
118.43,100.83,123.07,162.33,32.7,GG
89.11,67.01,90.64,172.93,32.33,P
85.82,66.79,93.0,160.32,37.3,P
89.83,70.24,92.07,169.5,35.46,P
117.1,97.99,124.96,166.63,35.86,GG
75.5,59.47,81.57,175.65,32.59,PP
89.2,69.03,95.2,169.76,35.52,P
106.67,87.75,111.64,171.6,33.39,G
94.52,75.62,102.79,154.26,35.05,M
76.83,56.42,82.64,170.53,31.59,PP
94.67,79.16,103.88,173.35,34.08,M
77.99,57.22,81.02,152.42,31.39,PP
105.04,85.08,111.88,166.83,33.45,G
116.27,100.65,125.29,152.87,31.57,GG
107.49,89.23,110.28,159.81,31.07,G
106.34,88.79,113.23,162.06,33.62,G
89.82,68.99,91.26,161.47,33.61,P
114.77,95.03,122.6,164.11,34.24,GG
77.02,59.86,85.97,169.64,31.8,PP
99.99,76.42,105.01,170.35,31.52,M
75.45,59.45,85.74,153.02,35.8,PP
117.24,97.59,122.73,170.62,34.15,GG
117.45,96.82,123.42,157.96,37.49,GG
75.37,55.14,85.21,179.45,30.53,PP
119.75,95.07,122.54,176.18,30.61,GG
118.76,99.35,124.62,161.15,31.16,GG
104.24,89.88,112.42,153.29,31.45,G
76.24,58.39,82.01,172.69,35.66,PP
116.98,95.65,120.71,175.28,34.06,GG
107.89,87.38,110.17,170.28,37.57,G
85.4,67.68,94.93,173.42,35.63,P
97.99,79.51,105.04,152.43,35.69,M
115.78,98.08,121.1,150.76,36.69,GG
115.22,97.71,123.79,171.92,36.17,GG
85.18,70.95,94.54,153.49,32.19,P
85.09,65.02,91.94,159.38,32.11,P
85.56,70.72,93.98,178.49,34.31,P
107.86,89.4,111.69,171.93,35.78,G
116.29,97.4,124.15,175.83,36.15,GG
109.64,86.03,114.31,161.94,37.75,G
99.34,78.26,100.68,170.33,35.51,M
98.59,76.91,104.02,163.54,36.2,M
97.67,78.1,105.81,173.44,34.09,M
87.28,66.22,91.36,163.44,35.53,P
114.6,96.03,125.59,156.75,36.97,GG
96.53,76.74,101.08,178.11,32.42,M
109.91,89.75,114.38,160.41,38.48,G
87.38,66.32,95.96,151.73,39.41,P
118.45,97.28,121.96,152.71,38.48,GG
75.48,55.66,84.34,157.11,30.32,PP
119.0,97.95,121.79,159.37,32.09,GG
74.94,58.3,81.17,159.83,32.42,PP
106.28,86.22,111.39,156.65,31.17,G
117.99,95.42,125.02,156.13,32.65,GG
86.96,69.5,91.73,155.91,32.24,P
79.29,59.48,84.73,175.61,32.56,PP
75.35,59.65,83.24,171.45,34.81,PP
114.94,97.01,121.37,150.95,31.83,GG
94.78,78.12,101.03,157.24,36.01,M
99.31,78.41,104.91,176.59,33.15,M
116.79,98.03,121.57,158.89,32.23,GG
99.14,77.98,105.08,159.34,34.29,M
88.28,65.95,90.3,158.94,31.1,P
105.48,89.79,110.65,177.87,38.3,G
104.14,90.07,110.64,172.64,35.3,G
76.93,60.92,81.51,156.59,33.54,PP
106.49,90.81,110.35,173.34,32.83,G
106.48,89.21,114.29,153.49,30.55,G
98.13,76.98,104.09,165.0,35.44,M
84.96,65.38,95.11,154.92,30.18,P
86.68,69.3,90.51,170.95,30.62,P
86.95,66.97,92.21,166.94,30.38,P
106.35,87.29,111.89,167.19,39.78,G
79.51,60.47,84.6,153.69,35.36,PP
87.19,65.24,95.12,155.4,33.5,P
88.92,69.92,90.38,161.98,37.3,P
94.18,80.28,102.76,151.0,35.78,M
98.85,77.58,102.19,152.8,34.14,M
76.56,58.92,82.18,165.9,39.12,PP
117.73,97.27,121.19,176.53,30.47,GG
107.46,86.6,110.45,170.96,32.83,G
98.24,78.15,105.6,169.91,36.49,M
104.13,85.58,110.73,159.45,39.36,G
78.6,55.55,84.82,174.44,37.79,PP
77.9,56.94,81.11,166.39,31.34,PP
96.28,76.3,103.46,153.36,35.67,M
106.04,89.35,114.47,168.96,38.39,G
99.82,77.94,101.38,170.99,32.48,M
87.44,69.31,95.26,176.76,34.38,P
99.97,79.69,103.34,169.34,38.58,M
97.46,75.39,104.88,164.18,31.44,M
88.28,67.32,94.64,169.83,35.97,P
87.05,68.48,92.04,161.42,31.02,P
114.03,95.03,123.89,164.54,35.43,GG
98.06,78.67,105.24,179.64,35.82,M
85.16,70.78,94.12,166.07,35.4,P
84.01,65.51,92.78,159.23,37.57,P
75.96,55.69,80.01,169.71,30.91,PP
115.8,96.33,124.21,158.52,30.53,GG
79.3,57.25,82.6,169.25,33.67,PP
104.9,85.29,114.12,166.18,33.16,G
115.54,95.76,122.86,161.99,39.08,GG
79.24,60.89,81.41,178.77,39.99,PP
98.14,75.03,101.77,177.41,30.09,M
114.8,97.41,122.25,165.33,33.76,GG
107.84,89.73,112.14,162.17,33.35,G
76.02,58.29,84.05,159.11,34.31,PP
119.52,100.76,122.91,150.69,34.06,GG
85.44,68.67,90.51,150.54,34.65,P
106.95,89.35,115.38,173.39,36.64,G
117.86,100.3,122.94,175.21,33.02,GG
118.45,96.73,121.3,172.37,36.84,GG
79.7,60.91,82.98,162.07,39.8,PP
119.27,100.43,122.25,154.66,30.15,GG
95.82,75.98,103.61,156.97,31.06,M
94.79,76.37,104.27,168.88,37.79,M
89.7,70.64,95.88,171.45,32.54,P
87.95,67.4,93.26,154.84,33.13,P
115.51,95.95,125.19,176.17,34.87,GG
78.47,57.65,80.49,170.72,35.34,PP
88.12,68.63,92.92,155.27,30.5,P
75.18,60.91,81.09,151.63,37.28,PP
96.65,78.77,101.38,177.35,31.11,M
119.95,100.85,120.43,175.28,37.36,GG
74.32,58.74,82.29,170.25,38.61,PP
74.73,57.91,82.09,179.96,37.12,PP
119.16,98.73,125.4,163.02,32.05,GG
88.49,66.18,91.9,167.53,31.97,P
86.5,65.88,95.95,165.08,33.56,P
118.89,96.77,125.7,172.53,32.98,GG
78.31,58.95,81.09,171.22,33.66,PP
88.91,68.17,91.36,161.94,30.96,P
89.13,68.2,93.41,157.57,35.6,P
77.46,57.15,82.3,162.92,30.41,PP
117.84,96.45,120.01,155.27,39.61,GG
74.4,59.11,84.64,172.89,38.6,PP
106.84,88.26,113.45,172.57,36.84,G
89.24,66.15,93.95,172.65,33.27,P
94.23,79.01,104.41,170.23,37.73,M
95.67,78.4,102.43,152.84,39.13,M
98.42,78.51,101.25,171.3,37.28,M
76.38,56.82,80.97,163.53,35.16,PP
117.82,95.77,121.45,167.12,35.16,GG
84.23,70.8,90.62,161.53,31.16,P
86.82,69.42,90.06,151.68,30.83,P
74.43,57.31,80.26,153.21,36.68,PP
88.98,69.14,95.12,155.61,31.11,P
108.46,88.87,115.79,167.39,30.78,G
108.97,89.46,112.61,151.6,33.88,G
76.63,58.52,81.42,152.22,33.71,PP
84.13,69.1,92.86,166.2,39.99,P
98.26,76.4,105.14,165.75,33.63,M
104.09,90.33,114.6,155.57,31.44,G
109.48,88.68,112.82,171.02,30.67,G
78.15,61.0,81.72,150.1,31.03,PP
119.21,97.25,124.45,160.77,35.61,GG
97.5,80.43,103.44,153.32,35.51,M
104.14,87.62,114.23,169.64,36.9,G
98.46,79.39,101.69,160.55,30.26,M
88.75,70.22,92.99,160.2,35.15,P
99.5,78.17,102.95,167.46,35.21,M
107.95,85.81,111.71,179.2,39.62,G
118.86,99.19,120.37,157.98,39.51,GG
94.39,80.64,101.55,157.56,38.85,M
84.18,65.16,91.27,157.38,37.25,P
94.9,80.53,105.06,151.71,34.42,M
96.45,79.29,101.46,151.42,39.75,M
96.83,76.73,100.17,176.76,39.89,M
119.39,99.02,123.97,179.03,32.91,GG
79.84,56.07,81.28,168.99,39.38,PP
87.27,65.43,90.07,174.6,36.75,P
87.49,69.39,92.38,154.1,38.59,P
74.7,55.76,80.59,154.61,36.98,PP
96.95,77.97,100.51,168.26,36.58,M
88.03,66.6,94.94,165.34,34.18,P
74.22,60.5,81.75,171.54,31.45,PP
84.84,69.86,94.64,179.9,37.63,P
115.79,96.22,124.04,154.95,34.86,GG
104.07,85.09,114.3,156.76,33.62,G
105.46,85.27,113.85,165.8,33.45,G
94.94,76.07,101.94,175.99,39.0,M
107.49,85.51,113.06,174.05,36.59,G
99.01,80.88,105.18,164.45,39.93,M
106.85,88.79,113.82,162.49,39.05,G
105.96,86.8,111.69,178.46,32.12,G
115.07,96.41,125.14,159.52,37.31,GG
88.66,68.78,90.43,167.19,35.27,P
89.87,67.86,93.25,162.82,32.08,P
114.14,96.6,123.26,152.81,31.57,GG
98.09,76.31,102.67,175.51,33.59,M
76.27,58.66,84.32,178.22,33.13,PP
115.54,98.15,124.22,172.22,36.7,GG
99.1,75.37,101.8,162.84,37.9,M
107.95,87.24,115.19,162.62,33.38,G
79.29,59.69,83.56,151.87,30.97,PP
107.31,85.73,110.61,178.5,39.21,G
85.85,70.66,91.58,150.0,34.07,P
105.14,89.4,110.78,164.73,30.29,G
84.81,68.82,94.36,164.8,31.97,P
117.94,98.57,124.66,155.48,35.93,GG
79.97,56.91,82.69,172.01,34.7,PP
119.62,98.71,121.96,164.05,39.42,GG
75.32,58.97,83.01,168.41,39.67,PP
98.04,77.6,105.71,171.43,30.7,M
108.88,88.7,114.13,172.62,39.8,G
114.19,96.23,121.49,173.66,33.19,GG
98.07,75.45,101.41,163.5,35.37,M
116.7,97.93,125.52,177.87,33.34,GG
104.23,86.95,110.33,153.34,32.89,G
95.99,76.3,105.7,154.84,34.0,M
109.03,88.49,111.94,157.53,31.39,G
88.83,70.16,95.04,160.42,31.54,P
119.83,99.88,120.01,172.68,34.94,GG
106.82,89.96,114.01,161.39,34.82,G
77.62,56.08,80.98,177.73,31.39,PP
119.93,95.4,123.91,176.23,33.05,GG
109.83,87.01,110.43,166.77,37.25,G
88.85,66.79,91.69,178.22,30.99,P
107.35,87.34,111.13,179.33,32.06,G
95.03,75.9,100.39,176.29,31.36,M
84.16,70.11,91.19,160.14,37.69,P
119.35,98.05,123.63,169.58,33.12,GG
104.3,88.21,113.58,174.83,34.81,G
77.96,56.55,80.62,174.51,34.27,PP
89.69,68.03,95.14,161.55,38.64,P
77.67,60.41,85.02,165.18,37.74,PP
115.16,96.95,124.55,159.63,37.23,GG
105.89,88.13,111.13,157.19,31.68,G
119.12,99.26,120.78,163.6,38.99,GG
107.97,88.49,115.02,169.67,37.9,G
109.2,85.33,110.52,174.31,35.43,G
116.65,96.83,122.8,171.15,39.86,GG
86.03,65.93,91.81,163.02,32.03,P
85.87,69.07,91.28,177.85,39.4,P
118.47,99.88,125.25,159.58,32.83,GG
74.89,57.39,82.63,162.51,38.45,PP
115.3,95.76,123.9,161.03,33.27,GG
74.19,57.52,83.75,174.37,39.91,PP
79.52,59.82,85.23,159.88,38.22,PP
89.27,67.66,93.36,178.66,31.64,P
119.45,99.74,123.61,163.99,38.43,GG
119.7,97.47,125.68,153.75,37.5,GG
105.41,89.58,110.08,159.02,33.08,G
84.21,66.5,90.71,160.65,33.25,P
86.01,68.47,93.69,159.96,37.72,P
96.52,79.27,102.97,151.91,31.16,M
117.45,98.01,121.66,172.33,38.43,GG
74.35,57.41,81.56,163.84,33.95,PP
84.3,65.92,91.23,175.5,32.59,P
104.96,89.65,115.27,177.94,38.06,G
118.89,97.14,125.62,160.04,38.52,GG
84.13,69.37,90.85,164.67,32.44,P
98.77,80.84,101.69,155.22,34.34,M
114.59,98.37,123.5,158.46,32.54,GG
75.75,60.24,84.13,169.19,35.36,PP
75.61,55.04,81.06,167.34,31.76,PP
77.05,57.74,81.11,156.91,32.0,PP
98.07,77.39,105.33,155.49,38.21,M
86.13,66.03,92.85,169.24,36.74,P
106.39,88.3,112.95,169.37,39.22,G
116.51,96.54,122.89,172.44,30.22,GG
86.59,69.75,92.54,155.52,33.08,P
114.78,99.56,122.79,164.3,37.4,GG
74.33,58.16,80.33,157.56,30.97,PP
74.58,57.52,84.93,172.64,39.84,PP
84.88,65.98,90.55,168.72,32.76,P
74.75,55.54,81.7,159.45,35.88,PP
75.46,57.88,84.23,169.94,38.38,PP
109.17,88.22,116.0,157.43,31.87,G
84.67,69.81,90.2,162.65,34.9,P
78.33,58.56,81.52,171.76,39.34,PP
108.26,87.05,114.11,158.03,40.0,G
94.53,75.33,103.97,165.72,37.5,M
89.48,68.7,93.52,165.61,33.01,P
76.61,55.35,84.14,162.69,34.48,PP
108.06,85.69,114.26,165.13,31.46,G
94.4,75.72,101.22,162.22,34.35,M
97.51,79.97,102.35,178.73,31.8,M
75.6,59.19,81.89,150.88,31.89,PP
118.18,98.17,122.1,150.96,34.54,GG
105.11,85.61,111.87,155.9,37.66,G
99.71,75.09,102.57,150.67,33.48,M
119.7,95.14,123.77,156.41,30.96,GG
88.49,66.66,95.08,154.88,38.13,P
94.98,80.17,105.85,156.21,39.36,M
75.22,56.36,84.62,166.11,31.93,PP
96.65,77.92,100.91,166.17,31.15,M
108.21,85.9,114.59,158.16,30.75,G
85.53,66.87,95.23,156.6,38.98,P
84.6,68.31,91.48,170.74,30.2,P
79.45,55.9,82.4,170.76,39.12,PP
96.08,79.92,102.1,170.72,37.75,M
114.42,97.0,125.57,174.23,30.37,GG
119.41,98.63,121.33,164.01,39.42,GG
117.45,98.07,122.13,166.33,38.81,GG
89.56,68.03,90.19,163.45,30.06,P
114.98,95.21,122.29,176.35,31.87,GG
109.28,87.19,110.13,172.87,34.67,G
114.95,99.47,123.62,159.41,30.18,GG
105.67,86.95,110.68,157.24,32.28,G
79.26,56.89,84.59,174.6,34.91,PP
77.82,55.66,81.82,174.63,33.57,PP
75.35,57.23,82.96,162.07,37.22,PP
99.14,79.43,101.21,167.9,32.38,M
97.85,77.81,100.31,163.41,37.64,M
108.54,86.85,112.24,165.47,39.72,G
115.65,96.26,123.84,156.13,39.74,GG
95.72,76.76,101.47,167.88,30.16,M
99.7,77.21,104.55,170.07,38.28,M
118.81,99.36,122.07,159.32,31.64,GG
117.52,98.98,122.45,170.05,37.41,GG
118.99,97.9,123.98,165.93,31.36,GG
107.12,86.22,114.51,151.32,33.31,G
115.7,98.03,124.58,164.07,37.97,GG
77.08,57.33,80.22,178.03,37.77,PP
86.63,68.04,94.38,151.97,39.68,P
89.15,69.86,92.4,176.73,35.87,P
98.19,78.27,105.94,157.58,36.67,M
76.42,57.03,85.0,159.55,34.78,PP
106.84,88.02,111.91,175.79,37.5,G
105.45,89.0,112.67,174.67,33.71,G
99.6,75.5,105.29,176.8,30.81,M
85.19,69.41,91.84,168.4,33.46,P
115.76,99.82,120.18,179.18,35.4,GG
95.81,79.35,105.35,173.44,35.01,M
96.95,79.32,103.23,173.36,30.87,M
104.61,87.02,111.63,161.02,34.64,G
98.13,78.93,104.72,175.25,36.94,M
95.72,76.35,100.95,162.86,34.98,M
105.38,89.6,112.21,176.92,33.26,G
96.5,75.77,103.77,172.33,32.0,M
106.7,85.61,113.35,169.49,33.23,G
96.55,75.72,103.15,174.8,31.05,M
99.66,76.47,103.88,159.24,32.46,M
87.81,69.16,93.86,160.68,33.05,P
87.29,66.97,91.6,153.37,34.21,P
78.41,59.89,83.73,165.53,36.77,PP
77.8,60.09,85.98,171.36,30.44,PP
109.0,88.13,111.99,165.68,33.51,G
105.32,86.4,110.01,175.85,39.44,G
86.74,68.53,94.39,155.24,32.44,P
89.89,65.39,93.97,164.72,31.82,P
114.7,98.25,124.49,177.74,35.03,GG
78.0,60.58,80.75,153.48,32.5,PP
86.84,68.54,94.61,153.57,31.36,P
79.63,56.17,81.95,171.85,31.28,PP
89.47,70.51,91.87,178.03,37.38,P
115.0,96.45,122.68,169.71,36.18,GG
115.87,97.78,122.2,156.4,32.48,GG
75.36,58.04,80.11,177.64,35.46,PP
116.07,96.86,122.95,154.1,39.11,GG
84.68,67.08,90.11,164.15,34.34,P
75.11,56.88,82.1,165.87,34.19,PP
97.79,79.53,100.71,174.0,36.22,M
84.54,67.65,94.33,150.1,34.26,P
84.14,67.28,92.91,163.33,34.13,P
96.6,80.52,100.31,158.07,30.57,M
114.64,98.77,121.33,168.61,30.18,GG
94.37,76.96,105.69,179.17,36.72,M
78.71,55.52,84.9,162.92,31.72,PP
117.51,96.71,121.25,164.74,37.39,GG
77.46,55.45,82.12,171.02,32.06,PP
76.14,57.01,80.25,158.87,38.0,PP
104.72,88.02,111.81,176.12,32.48,G
109.92,89.31,114.0,161.21,38.34,G
95.15,78.35,103.71,175.2,35.77,M
119.06,99.59,121.92,158.09,32.5,GG
107.93,86.85,111.67,157.36,31.66,G
77.67,59.32,81.56,177.34,31.97,PP
75.13,55.16,80.71,152.28,39.97,PP
88.08,66.57,91.64,165.32,31.22,P
86.58,68.8,95.78,177.56,37.31,P
97.69,80.42,104.57,176.18,37.57,M
78.38,57.36,84.19,161.55,38.74,PP
116.99,97.18,122.62,161.88,31.38,GG
115.33,99.76,124.97,163.41,37.3,GG
77.86,59.07,83.72,156.47,31.89,PP
86.46,65.18,93.63,154.01,33.46,P
104.64,87.35,112.99,170.75,30.66,G
118.46,98.06,120.88,155.07,30.8,GG
115.2,95.18,124.63,169.09,34.92,GG
85.44,65.72,90.32,176.91,31.74,P
98.76,80.9,102.47,154.02,37.91,M
94.41,77.66,105.15,178.82,33.64,M
98.43,79.51,100.49,154.92,33.88,M
108.86,89.99,110.76,165.04,35.11,G
104.95,89.2,115.76,175.49,32.65,G
74.79,58.64,81.35,173.49,37.39,PP
104.23,87.02,110.18,172.41,32.49,G
96.32,75.09,104.82,153.9,33.06,M
106.03,90.26,113.05,178.35,37.89,G
74.98,60.65,85.99,163.26,30.47,PP
115.29,97.26,122.26,174.48,38.7,GG
79.49,57.51,83.35,170.88,34.24,PP
79.87,60.53,83.71,155.35,34.45,PP
97.43,76.55,102.4,170.33,30.12,M
94.39,80.07,101.66,173.86,37.83,M
104.57,90.2,110.55,173.56,36.27,G
77.53,56.22,80.77,161.06,31.43,PP
108.47,88.77,110.86,177.48,37.35,G
109.2,85.28,112.32,150.17,38.51,G
108.61,85.19,115.87,176.66,39.77,G
99.34,75.0,100.46,155.17,30.26,M
89.33,66.4,90.26,178.14,34.67,P
108.99,87.26,111.73,166.51,31.6,G
98.45,80.92,103.88,172.72,36.13,M
95.37,80.13,102.07,172.02,38.52,M
74.44,55.7,83.81,179.54,35.69,PP
117.52,100.76,123.97,176.55,35.24,GG
115.47,97.45,125.4,175.93,31.9,GG
88.01,66.26,90.73,166.5,36.81,P
74.56,60.98,81.63,167.25,36.52,PP
98.28,75.66,102.13,165.36,30.68,M
97.62,77.02,102.68,156.15,36.88,M
85.71,66.46,90.65,168.54,36.84,P
116.11,99.51,123.67,162.44,30.34,GG
89.81,66.47,92.16,169.09,34.36,P
85.52,65.46,93.38,159.64,39.63,P
96.19,79.68,100.21,150.54,31.18,M
115.35,100.22,123.36,169.12,32.94,GG
118.36,96.74,124.22,174.33,37.67,GG
118.79,95.28,125.43,160.55,38.6,GG
85.68,69.21,91.0,171.26,39.08,P
119.89,96.36,125.73,165.84,33.98,GG
87.05,66.12,92.59,162.2,30.35,P
85.77,65.96,93.28,163.86,36.04,P
76.55,59.19,80.55,173.44,37.76,PP
